13069	353	11317	4799	7880	15557	10145	14242	7978	14681	14239	728	3318	6372	1120	14384	5184	8715	16280	2843	10255	14874	7307	10504	872	6442	4135	11962	13387	7817	14624	5885	315	3879	14227	13002	5638	6635	3385	13316	6664	7494	12440	11733	13161	10204	1329	15519	1395	11730	3827	1353	4900	7188	12752	11449	9246	12891	13083	665	16380	12766	780	3010	1429	11356	5729	1796	9237	13376	15371	2393	9508	11066	1434	11054	16377	2457	9008	7261	6988	13342	8448	6765	11007	13068	3589	10109	15742	9278	6367	12147	3797	10904	1441	4060	16189	10643	12559	11594	16306	13132	9824	978	4734	3403	4536	3165	16179	11716	8981	4568	14151	4925	1308	9382	9320	1187	5435	15323	8842	15065	7676	11647	6387	10570	2810	14441	
5597	8138	1437	2268	3112	15536	7642	8778	8933	415	5181	13276	14342	11657	12871	6783	2982	15754	1040	13235	10557	11177	10596	4152	10401	14303	5116	2757	656	309	151	7638	12592	12619	1479	12706	12786	792	5683	5264	6795	11549	1844	8745	11656	8765	6688	1463	6626	14243	11084	1576	6258	2756	8091	5022	8740	12322	4170	2100	4542	14471	3755	8782	3938	2567	2624	3903	15689	1476	13020	1348	16240	10387	12301	10282	13176	10996	15199	4911	1206	6515	1830	14926	8640	9679	2970	15388	2623	4976	9128	2723	7551	10030	12834	7384	7566	5906	11802	9402	8624	7308	13641	13716	8350	4419	12563	12915	15222	14788	11841	3731	3884	7911	12756	15891	13347	3465	3688	11571	2410	3822	9502	13197	10345	7986	10349	6955	
8483	2224	12712	459	13684	11384	1842	1719	14257	7158	12163	1250	2750	10506	4028	7768	10599	10245	3210	3376	630	4796	14078	10728	15472	15713	14355	10179	5947	9741	11915	13762	13979	16213	8123	3120	14886	4150	14491	8672	4481	14644	10903	7678	6062	7535	5590	13792	2044	14022	3736	12374	2712	9798	13379	5134	4147	4988	10350	15979	15018	7085	10860	2743	3017	6155	3227	11675	281	1864	6133	14897	7074	9389	3424	8898	1526	491	11326	7838	12577	9816	13673	12053	3052	12382	4530	11351	10664	12831	16356	15466	6421	13884	10771	4397	339	9600	9268	14744	3365	12037	6203	13211	10753	14764	7006	1981	3274	1583	4846	7418	11872	7770	15566	1439	5352	1550	3671	8083	13229	8014	16239	15542	9032	572	1709	8951	
15571	14601	15356	12137	8040	1338	1625	8786	12946	2545	10166	14935	7031	11638	3665	13294	1043	11777	16160	11239	7083	2930	12076	11119	10450	13888	15570	15934	4160	14554	10100	6539	12597	5614	5032	6382	11472	14010	4633	16126	592	10441	9086	4320	8075	476	11596	8551	7877	13835	10654	116	917	6117	6383	16385	1248	4711	13219	2316	12296	11120	4742	2602	1394	1822	11905	2138	2501	2673	367	10757	9756	5509	3912	2612	10307	2488	7096	3782	14845	11057	5329	9994	13343	13622	12096	10888	3579	10151	3475	6113	10792	5633	1561	11816	15147	12608	15763	3672	3091	6174	330	15687	7823	13647	5869	11064	3295	4458	3796	16372	3615	3968	5155	7640	10726	11002	6272	9335	9352	4722	14949	3723	7756	7737	4367	9419	
3320	15999	8502	4866	6427	8309	11885	10718	15297	4717	6502	6169	14884	7620	1895	4263	4431	5166	14780	11520	2742	12632	5157	14129	9102	5759	10952	7575	2780	4081	6243	14268	2609	2659	10103	5566	6743	1256	13760	15715	3350	6644	8331	1158	2009	3124	2209	13363	12791	10326	5936	3623	727	7754	7826	6377	8272	7282	755	2534	12250	4696	6521	2683	12878	3500	12949	13636	8507	347	5512	7580	14697	1538	15397	10413	12745	15996	5901	4328	4069	16379	16221	8071	9693	11101	16183	2136	4256	5567	15103	10175	826	5025	747	14414	9571	5429	8110	13448	9814	5450	2896	5554	4269	15273	2785	16304	2620	10427	7480	14024	2916	12771	6501	14642	8204	13842	11888	9288	3065	6074	5938	10303	13773	3005	13067	1738	
15381	13667	9209	9260	4534	16151	9497	4835	12951	1544	2123	268	2731	7641	8452	10416	15206	10517	4207	9215	13877	5271	4549	3810	8319	10359	9450	5444	2633	6601	4217	7511	16319	5745	9048	5286	9076	9249	9917	1407	8108	924	13094	8904	7429	9035	13454	850	5442	4274	3388	8974	12838	736	7137	5201	7369	13195	2667	11234	9038	15800	2491	8651	3752	6617	967	10547	3541	14727	7807	10668	9133	14952	8714	15965	13073	16192	7386	10812	6528	9477	7521	3647	7362	13289	6677	9573	3497	15446	7732	1025	7116	10861	6940	1833	16279	8250	11116	8546	2110	15303	737	8984	7800	11286	8252	6311	4517	14302	6101	3918	12704	2396	6404	9307	8565	2533	984	4535	2995	14851	7022	15550	1634	9326	7437	1793	
8838	10580	11853	14259	7466	2325	6557	2425	8423	2575	10513	998	11009	410	2781	697	9312	3893	9349	5521	7845	9417	3910	67	4428	1724	8131	7558	6863	2841	5531	14341	586	13645	12800	14240	377	12355	9369	15431	304	14397	2328	7064	9827	2149	6732	14324	9942	13450	15664	13521	6238	11172	751	8193	12331	14574	7275	8056	6034	2022	10566	12378	8047	336	6840	10110	8985	1893	13425	8700	13992	14828	105	5778	663	8748	2605	12222	5657	11986	3744	14792	6393	13324	14986	7979	16054	11272	5568	10485	11881	12628	14779	11368	12522	7010	13331	8038	15809	7423	15057	5769	15889	7963	12110	720	13849	3347	6996	6432	439	16350	15915	14074	11879	7876	4754	13680	14204	6268	11215	3283	2759	16081	9762	10361	
2252	14141	11031	3449	2991	3771	5775	7214	7442	6848	8513	1466	5151	1596	6369	56	6861	6844	9197	11692	3389	7070	1951	14623	10045	6699	12935	6180	12424	11936	5335	5574	6792	11762	13983	9833	3435	465	4198	9504	14910	664	16310	14251	11690	4355	8332	2824	15638	9743	12285	12825	4004	1985	6303	16386	15743	9168	16167	11747	4403	6717	733	3363	12645	13581	3464	2721	10597	5414	4146	1277	3590	13765	1490	13975	1015	11176	679	6476	13354	13869	10158	13733	2615	5217	11868	3288	1751	12715	5170	15543	13139	2128	6923	6582	13389	3343	6872	10606	11383	4491	15780	2952	12804	662	3940	15068	3820	6708	6684	2936	13545	4191	7177	4442	15629	11488	15358	13172	2599	15711	7208	7776	5870	2649	14226	11276	
13287	5727	8428	10670	13090	2323	5306	8939	1132	15393	14467	8355	10472	10648	10126	15033	6142	12179	10027	11875	8921	5080	11486	15880	475	15564	12737	6769	14523	6770	1193	2290	10482	13579	15201	3835	1254	13627	5961	1726	12603	8498	13615	270	3738	557	993	10299	16305	14496	1776	15791	7791	14798	1380	1292	13619	11467	5427	2691	11198	8611	15697	5604	10172	12588	13118	1111	173	1638	7379	9863	16291	512	6588	5659	13584	3315	11122	12524	2347	2761	4625	3999	5987	15910	8446	3329	10738	3183	9461	14110	5655	8889	739	13571	7730	9279	7662	6004	6358	4022	1234	318	6855	6237	16361	1547	13089	6431	15014	15336	16218	6147	9950	4492	2919	11593	13548	13340	15859	13912	7973	831	9733	649	7075	11847	
5014	862	12956	2397	1030	2275	2482	8386	1459	6612	4330	6561	7645	925	14534	10585	1886	626	15081	15998	10476	14481	6010	12994	14154	3922	11153	15247	7618	11270	4960	7298	6363	10635	8845	10417	2845	1331	13487	5988	1135	16230	11216	5517	3092	15887	3830	8098	14519	14219	9654	6202	6411	14994	2857	4372	10296	11071	8125	7743	12807	4934	6479	13898	14734	7764	13618	9457	16108	8476	6392	7981	14076	4437	27	14976	5908	14348	6847	9245	7192	9295	5742	12128	14693	2434	15115	1029	15635	8707	3197	6388	6425	146	8227	6379	10581	13392	11782	6703	4420	9421	4847	13107	1074	11843	338	387	6711	14275	7293	11785	11253	9427	288	7249	8140	12697	12678	15478	12209	9162	6805	8100	7493	4205	11897	14586	
15943	1572	14088	12602	10734	11530	9407	12556	2400	4697	14852	13777	6870	4084	7153	11667	16288	811	10820	13180	10577	8821	2538	5875	5219	10789	13113	11062	10784	2197	13074	10287	7406	7837	7360	390	3248	6402	1991	7688	9096	11154	822	8102	4901	10560	8595	5956	3624	11131	2260	15028	9955	16375	12031	13871	15846	15002	15959	228	12432	10173	11567	14039	9532	6815	10398	13064	14083	13108	7314	6337	1438	13397	10989	14922	738	6011	5792	12026	7470	8198	8671	1236	16320	15434	16166	16360	4678	8129	12694	15545	12536	14222	13868	399	7623	4046	6380	14619	2505	14748	3410	11544	9140	14160	8089	6739	11212	11900	11032	8065	12785	7574	13356	15935	12589	6284	15107	6127	14109	11539	4229	13984	7866	6909	13555	11003	
6948	11235	12544	3056	10488	15310	13240	9819	12205	9965	10579	5737	8817	8963	13996	13958	722	10656	7748	4673	15952	13127	8176	7005	7554	681	10290	1536	13109	470	15762	5826	15898	5194	13459	12527	2679	4938	3563	3699	14948	16123	9946	14730	8302	13247	8484	14678	14486	6189	1587	6665	7319	3740	235	2032	11577	3013	4833	10869	328	11428	11765	12479	2451	11569	8301	5202	8299	9069	12539	7133	16148	7290	14908	16233	15677	2865	830	654	9024	3523	12861	4810	4980	6279	12342	764	1539	13824	10961	3220	7713	6271	5447	13325	256	2298	4664	9375	11902	15673	10489	9322	15025	10114	6006	957	2525	6936	11160	11307	14527	3625	11827	1033	3106	11456	5302	6797	11289	7358	16378	10883	180	4809	11809	8039	
4710	8006	5409	2998	8950	10543	343	2168	6749	12490	2063	15026	10640	7667	15102	11394	8120	1450	13028	8457	6817	11473	11776	10004	14511	11387	6181	7789	11365	6173	5017	14704	14035	13825	516	11202	10191	3743	6604	431	5318	15189	1655	11489	14648	3676	5668	1118	10598	8534	12833	2542	5361	7375	7571	8469	10149	12215	15260	16313	75	5615	5262	5773	14452	8086	14237	11112	6707	16155	2025	11538	13616	14142	2707	5440	8116	15966	3280	1602	10647	5542	5942	11928	12971	14968	10394	1390	12478	9849	6998	3914	6468	13041	8339	15811	8689	5241	4927	8182	9960	11243	14015	10923	9103	11096	1322	13007	16026	14930	14404	15513	15613	13779	14786	7923	4001	443	2573	12581	8577	858	194	2817	453	9590	13444	8155	
5777	4228	4379	15877	13056	2585	15369	13055	12429	7095	3894	13025	14716	3174	14753	5087	6026	12129	12366	9617	10564	7347	482	12551	10044	1449	8283	16106	13870	8991	255	10921	15904	1475	2600	3022	1085	11557	11678	2791	13564	8654	9651	12988	11947	1957	9094	15364	3088	9016	9850	10508	774	14038	1692	5648	12153	2449	2526	14784	8015	3360	1309	7071	12437	6791	6307	5369	15704	6789	8641	16259	10309	645	2996	5599	312	970	15264	5782	9716	10160	8170	8474	5229	10769	2793	14014	2887	3928	8877	7107	2789	15290	12836	746	624	5386	3073	5340	15928	6228	8000	6345	12365	8837	16235	2175	12974	9996	14469	15215	12415	7863	8676	6696	12303	4424	13213	3864	4224	13187	9303	4691	16047	6001	11560	15907	
11710	1232	5144	14250	10075	12143	4339	1264	8756	16264	8995	11698	5432	8652	7860	8600	14225	4148	11924	7492	2171	11606	15526	2495	10673	10943	15738	12123	11380	880	4638	15973	10238	115	3352	6661	1595	6904	11349	13514	2279	6456	3984	582	2677	63	3717	3208	9940	8248	5459	9138	7680	5897	9304	15447	13720	14278	2947	8017	1117	2972	7934	8103	2807	5099	222	5068	9783	13120	10312	14218	900	2258	5884	9283	5471	6334	5377	10750	4382	14255	13178	8947	8447	5224	9173	5300	10806	11017	6914	5539	10833	5678	680	1165	10028	14865	8820	13278	7966	4092	8977	9348	14220	1076	13149	4240	7846	12254	787	4940	1630	15734	12497	9018	13332	9607	12653	15479	11542	8224	14831	9954	10153	2850	3915	9486	
16211	4353	11864	5385	14613	3266	2518	14075	15584	10403	1014	15125	10379	7080	12866	9240	11622	10308	5685	7266	6964	14203	15944	9200	6566	15553	14099	6100	15451	13539	11358	388	5772	2367	1835	7892	3562	10087	5991	16173	5807	14176	5717	6073	12247	8401	10228	15671	15755	10182	366	14899	2889	2389	13302	8141	2839	13926	1667	10942	8215	11643	12990	8192	15080	16182	1643	3635	11501	13937	11605	12742	1141	13464	7012	5974	15572	4824	8616	1133	11693	9751	2788	10891	1377	4137	10848	12351	7238	14127	4352	15573	3491	3802	6811	1717	8636	8296	9722	9592	370	10845	1128	4619	215	10623	11477	2815	6447	6257	14098	3871	4658	4443	10226	14241	11476	6831	14857	2182	15370	11800	9527	11259	7548	7497	2531	650	
9510	7848	13134	13961	843	15256	1415	12049	14438	6510	15807	5203	5344	1197	10808	5226	12844	9377	14950	12338	5351	2990	15847	1107	7840	11001	15636	10556	11973	461	7916	14054	4321	11238	600	11417	12738	13697	11532	2718	15587	16393	2005	9406	32	2562	2066	3023	15142	8943	243	635	13799	11743	882	15723	10390	8021	848	9665	8519	14406	3591	9267	4078	11061	9538	4064	1185	5774	10798	1367	10918	4917	14853	5706	2012	9694	1762	12872	3816	12462	3134	16169	11338	14480	9856	4613	348	2912	11873	6898	14374	2556	7101	10889	5823	2436	14359	9860	8429	3982	2426	13874	4519	8066	5371	12613	1518	13844	10748	3537	13775	5828	14051	10618	14628	6801	1524	4605	15622	7390	10882	1549	10429	2466	3003	4230	
447	4429	3328	5258	6226	3753	5506	2958	2992	1172	4438	10409	2166	766	2261	2269	5504	11541	2763	8458	14004	15835	9068	16011	8242	12911	11629	12038	13032	5288	8811	10077	13402	14042	5176	15725	7000	7197	13419	6333	15114	1556	9818	3970	4392	6051	16028	4894	15461	13649	2353	4250	3941	9755	14436	7607	15121	2741	2300	12456	3200	5808	14401	7824	1217	12052	149	10444	15055	15666	7815	10223	1200	5078	6934	2765	11963	15718	10877	7160	2837	9248	15023	13662	9142	3645	14421	6685	4283	9868	417	14625	5786	11814	109	6716	12191	1653	3490	5623	14821	8697	9552	1999	15158	10658	2385	4088	95	2642	13534	15939	825	4597	16131	14413	8720	6110	10565	5771	10515	14539	10708	5670	6589	2206	13551	12091	
3397	10129	14269	4380	7512	12233	9723	313	7505	15864	8812	1703	11143	7463	8146	906	3271	716	1787	7363	13328	2334	4948	10339	12242	13377	758	13171	7684	9729	904	3513	9637	5143	15555	4404	9420	16248	4891	3883	1813	2176	6671	3813	10545	9976	11509	9768	5595	16086	13566	13676	4974	6065	616	12414	16092	10499	1515	12656	8968	6503	711	13818	4377	8490	14846	2900	9093	8703	4201	6076	12459	11129	15265	1817	5045	8826	5528	8626	2057	13769	3829	3692	6852	3547	2247	8419	1780	824	5030	2255	15735	8928	4508	1705	8522	9916	8702	2112	11278	2141	11256	13924	310	6157	7175	11407	15242	9885	379	6290	15110	454	12101	14918	1706	13442	4848	6424	10363	15511	5913	7653	12981	11063	9752	4040	
1291	2881	9570	2131	4142	14795	4647	11420	12777	8735	7898	3313	16255	9735	3107	2288	4525	12823	15813	7727	3682	10449	2799	7228	9373	15871	3028	3404	13859	14057	8598	6655	2030	5490	2358	15567	3046	15386	2610	5847	5364	12947	6945	9338	13863	12571	10507	5346	8741	13911	1313	1969	8270	9291	1252	5023	14620	7736	11794	7288	1136	16369	6031	6409	15485	16019	8078	941	812	7351	7446	521	11341	6932	2211	15244	2732	16114	14356	12863	13851	12098	6553	7349	15656	9009	7747	16368	5008	13488	3546	15101	7961	4023	2913	15668	6975	7624	2381	8674	6547	8237	648	4584	13530	13596	6499	43	15340	12034	4805	10779	12931	11285	3097	1795	12032	15076	7959	14271	4077	3255	569	8147	15109	3195	11715	11291	
15342	11854	1317	4706	879	1113	15863	15712	10650	13957	11448	9097	4505	5686	4610	16076	5243	8800	4701	15948	16346	3586	9645	12015	2641	9079	6979	167	8067	9926	8263	8479	15224	21	10244	4426	558	15322	16200	7244	10461	15642	12326	5817	7686	6420	81	1361	14423	4068	3510	15929	14984	14904	11236	12519	10588	15131	1237	4602	12801	12808	13822	1046	129	6921	7039	14030	2237	9760	15279	1121	2464	15574	7510	7279	602	4550	3527	12264	3570	4862	12582	11772	267	8587	428	11587	3683	2310	12253	6813	2202	10176	8033	2490	8036	12291	6526	6522	8187	1884	669	1689	9991	5584	7536	5811	11423	15414	9121	15986	1489	14715	4867	7299	9740	2143	5720	13291	969	265	3362	9891	3293	320	5027	14173	
14888	15643	15789	5803	15975	8341	2226	2852	2587	2055	14343	7412	11068	4557	16130	2963	2024	418	7485	7457	2804	1207	99	9700	481	1906	5275	2282	3098	14880	5098	13075	3108	381	14520	4910	13003	2011	4460	4746	13038	7090	7344	14306	11211	6551	15162	9090	13217	3511	5382	4434	10108	4145	3943	9987	7539	14878	3078	10018	2590	39	8406	2002	15746	12709	11411	15903	6869	15195	576	12546	8725	7997	14945	13642	13029	4564	9918	1810	13458	16088	11113	11522	2636	7490	3508	13462	3123	15630	3971	11600	13915	5691	6908	11807	12711	10082	11170	11720	3972	14522	3954	9596	4306	10460	4991	3031	11610	5433	9641	16053	9601	9459	4322	10031	9513	13880	2114	10764	6662	2603	2762	1364	1352	5341	2853	907	
8755	15286	14477	4541	2078	7522	12451	2903	908	11634	6860	6881	5933	11999	1945	7545	1314	10669	4882	9927	3146	9091	13997	2337	9688	11478	9354	5247	15794	1405	2660	8211	11142	15580	14435	7599	10120	6262	13650	567	6277	401	9446	1763	13303	3072	11320	10839	3798	8382	14891	3600	7231	13894	13201	6451	13593	15599	8721	13502	8009	5510	5725	16058	9871	8481	8153	14536	4791	6435	230	11884	4786	10986	5254	10516	12778	2058	5831	7199	3515	7632	10663	2304	14180	12018	2411	16352	7216	11463	1370	2993	12586	346	5445	8997	10170	11011	13740	2164	13265	13352	12115	9831	15181	16321	9289	12022	9910	713	13510	7072	2873	12658	6414	11484	5049	7820	14552	10803	10857	12895	3278	6891	11972	14320	10323	4939	
14807	7270	3135	9919	2442	4448	2335	12960	13072	14217	11896	14875	11127	15330	10150	8391	15908	2233	15154	3064	11580	5356	4843	7461	4591	2550	12142	5363	8177	6205	8762	11724	5667	14301	1814	12059	11636	8658	4171	5122	10356	11831	358	15194	8048	12483	14264	5441	7891	5929	3690	1654	795	16024	6723	1211	9194	5001	6250	11612	4024	9876	3383	698	7601	2829	11077	9274	47	10723	3355	16097	8470	6625	5602	15136	8732	13917	14796	12630	14447	11232	2432	6158	15379	5896	9078	5152	15170	12206	9879	10358	2511	642	2450	9472	7076	15531	15796	3084	10601	7869	2109	6146	13086	10930	14755	16322	2390	1804	11299	15981	932	5939	292	934	11903	8965	8594	2097	1204	10823	8315	1388	8602	3714	5619	9174	
9799	14446	9286	3001	10301	11876	11795	5095	5819	3390	15156	14720	5833	12266	15292	1246	3104	8566	11137	8575	117	1477	1008	14178	9667	13914	12541	15658	15662	3614	4433	10719	8112	2127	714	9141	3439	5642	11115	4951	13531	1914	9058	4341	3843	12780	15327	9129	6859	14856	8591	10799	446	1902	7850	10443	4518	3296	9232	16021	10009	10351	14395	15816	11374	13005	9966	10243	3702	2926	9397	6099	7714	12687	10874	8860	12953	8267	3371	3844	8509	15140	11133	14158	14599	8615	13854	8535	9669	462	5526	12819	12263	4006	14676	9264	10132	9310	827	10970	6762	14705	7342	6266	14503	13725	5100	3548	12646	757	1186	797	12560	1843	15282	2975	2886	11595	11094	9619	14731	4376	12202	4401	28	8723	15063	11904	
13341	2146	3716	3229	7945	7687	4391	6875	5620	3873	4645	15655	244	4414	1575	4660	2428	13250	15034	13484	10341	3890	903	11642	7210	9706	6509	436	10968	9356	2292	14472	6336	9023	9682	12268	9185	10280	6422	14561	13748	90	13857	12503	14258	4242	3791	13408	15612	10633	13659	9411	6821	1696	13315	1284	10893	15748	2463	15634	16293	285	5874	4844	9393	8369	3705	11617	7094	10710	7048	5975	187	11433	1229	15353	15609	5197	6640	11969	4082	6525	8049	7919	3191	5147	6060	15810	15017	8780	9037	6023	5564	2775	7598	7524	7395	137	647	487	13729	4543	1386	853	6642	11388	2705	1503	4199	16273	9678	3877	7729	14311	10834	13306	7294	5739	7155	13012	8878	2048	4634	8442	10859	4842	2594	1042	
13417	8691	8088	11985	14321	15155	4858	11861	4471	863	10815	7100	762	11952	11855	5457	14747	14134	9179	538	107	9046	7183	9302	10960	8655	1255	14027	4955	10634	6274	9720	16263	3171	9351	1806	4603	8203	3224	807	4782	15833	14338	254	2576	11614	7975	11635	2966	12975	11092	10849	7190	8207	11694	11290	5206	11625	9205	15918	1417	12621	3199	922	5854	1531	16274	12383	8166	15771	2082	2846	1498	3114	5449	14587	1225	10632	13527	13286	4738	11920	12275	8405	3346	16154	12089	1693	15722	12934	1925	1831	11214	15881	4672	14555	14454	12186	6941	8601	3704	10724	11230	7726	9701	8022	7082	11480	7755	4837	8955	13237	5086	11822	15027	7450	14750	16135	13121	11663	688	2201	2536	2862	12799	5707	14453	7836	
